ID;Internal ID;;;;RbcL_ID;RbcL_based_taxa;Type
GroupDREPX673_Consensus_-_rbcL_gene_32;N2156;;;;KC309554.1;Diatoms;
ptMAG_rbcL_221_284;N2038;;;;MH064128.1;Diatoms;
LC648953_1168;N2049;;;;HQ912462.1;Diatoms;
ptMAG_rbcL_55_118;N1292;;;;OL415008;Diatoms;
GroupDREPX672_Bin_RIMV_9_2_8-contigsc0022_-_rbcL_gene_31;N1201;;;;NC_044491;Diatoms;
GroupDREPX710_Annotated_Unfinished_-_rbcL_gene_34;N1265;;;;NC_067581;Diatoms;
LC564893_1165;N1230;;;;MK454981.1;Diatoms;
AB043633.1_1046;N1811;;;;AY571748.1;Diatoms;
HQ656828.1_892;N1784;;;;MH356727;Diatoms;
AY119784.1_656;N1787;;;;MH064143.1;Diatoms;
GroupDREPX1231_Contig_2_-_rbcL_gene_51;N1852;;;;OL415007;Diatoms;
ptMAG_rbcL_51_114;N1857;;;;LC648449.1;Diatoms;
NC_020371_1190;N1824;;;;OR355400.1;Diatoms;
ptMAG_rbcL_231_294;N1830;;;;MH064092.1;Diatoms;
GroupDREPX1233_Bin_ZLUT_170_6_34-contigsc0168_-_rbcL_gene_52;N1872;;;;EF143281.1;Diatoms;
HQ656834.1_888;N1912;;;;EF143305.1;Diatoms;
AB183266.1_1045;N1907;;;;KC954572.1;Diatoms;
ptMAG_rbcL_39_102;N1923;;;;LC648444.1;Diatoms;
MT471330_1185;N1916;;;;EF143280.1;Diatoms;
ptMAG_rbcL_1_64;N1882;;;;KC736613.1;Diatoms;
NC_036937_1195;N1902;;;;MZ571559.1;Diatoms;
HQ656833.1_889;N1893;;;;OP548121.1;Diatoms;
HQ656832.1_890;N1325;;;;MZ669214.1;Diatoms;
ON437585_1204;N1756;;;;HQ912460.1;Diatoms;
NC_007288_1188;N1761;;;;MW924345.1;Diatoms;
NC_040291_1198;N1764;;;;EF143289.1;Diatoms;
HQ656827.1_893;N1748;;;;PP374891.1;Diatoms;
HQ656829.1_891;N1742;;;;MW924349.1;Diatoms;
MK561359_1183;N1727;;;;MW924350.1;Diatoms;
ptMAG_rbcL_41_104;N1715;;;;MH064145.1;Diatoms;
MK518352_1182;N1707;;;;AY571757.1;Diatoms;
ptMAG_rbcL_47_110;N1666;;;;AY571756.1;Diatoms;
OQ161672_1206;N1372;;;;AY571747.1;Diatoms;
OQ161670_1205;N1359;;;;KJ011795.1;Diatoms;
NC_082194_1203;N1380;;;;MW324628.1;Diatoms;
UnusedGroupDREPX106_Annotated_Unfinished_-_rbcL_gene_54;N1383;;;;OR455858.1;Diatoms;
NC_043890_1199;N991;;;;KY499654;Diatoms;
AB081643.1_1055;N994;;;;NC_067848;Diatoms;
AF015573.1_750;N2792;;;;HQ912471.1;Diatoms;
NC_044408_1200;N2725;;;;AY571753.1;Diatoms;
AB097409.1_1054;N611;;;;KJ011826.1;Diatoms;
AB081639.1_1056;N659;;;;KJ011829.1;Diatoms;
GroupDREPX734_Bin_PRSC_117_75-contigsc0020_-_rbcL_gene_36;N646;;;;MZ363619.1;Diatoms;
ptMAG_rbcL_30_93;N624;;;;AY571754.1;Diatoms;
ptMAG_rbcL_8_71;N631;;;;KJ011825.1;Diatoms;
ptMAG_rbcL_226_289;N597;;;;KC509523;Diatoms;
ptMAG_rbcL_220_283;N593;;;;LC568544.1;Diatoms;
ptMAG_rbcL_211_274;N586;;;;HQ912490.1;Diatoms;
ptMAG_rbcL_13_76;N572;;;;KJ577874.1;Diatoms;
ptMAG_rbcL_21_84;N575;;;;MK454988.1;Diatoms;
ptMAG_rbcL_229_292;N568;;;;KT943614.1;Diatoms;
ptMAG_rbcL_129_192;N509;;;;KJ658392.1;Diatoms;
ptMAG_rbcL_19_82;N888;;;;MT015687.1;Diatoms;
MF385003_1178;N891;;;;OM453684.1;Diatoms;
CM040116_1155;N865;;;;KJ011854.1;Diatoms;
NC_020795_1191;N832;;;;MH064141.1;Diatoms;
NC_023133_1192;N691;;;;OR699085;Diatoms;
KY709212_1162;N822;;;;KJ577882.1;Diatoms;
NC_031173_1194;N700;;;;HQ912456.1;Diatoms;
NC_001840_1186;N717;;;;KC309551.1;Diatoms;
NC_004799_1187;N472;;;;OL457302.1;Diatoms;
KF443038.1_800;N478;;;;KU179121.1;Diatoms;
DQ788731.1_765;N452;;;;KU687468.1;Diatoms;
JN004152.1_950;N2893;;;;KU687462.1;Diatoms;
KF443039.1_799;N2878;;;;KY799133.1;Diatoms;
KF443037.1_685;N2855;;;;KY799136.1;Diatoms;
JN004157.1_947;N2866;;;;KU179118.1;Diatoms;
JN004156.1_948;N2896;;;;HQ912444.1;Diatoms;
JN004153.1_949;N38;;;;HQ912468.1;Diatoms;
ptMAG_rbcL_114_177;N126;;;;ptMAG_rbcL_15;Diatoms;
ON920852.1_336;N41;;;;JN418652.1;Diatoms;
MZ336043.1_460;N148;;;;MT951629.1;Diatoms;
KX354378.1_328;N409;;;;MW324582.1;Diatoms;
ptMAG_rbcL_112_175;N392;;;;KX981819.1;Diatoms;
ptMAG_rbcL_116_179;N347;;;;MH064077.1;Diatoms;
KX354388.1_324;N334;;;;PP374922.1;Diatoms;
ptMAG_rbcL_117_180;N281;;;;OQ660300.1;Diatoms;
GQ405017.1_535;N208;;;;MW324597.1;Diatoms;
UnusedGroupDREPX475_Annotated_Unfinished_-_rbcL_gene_56;N215;;;;HQ912461.1;Diatoms;
KC598090_1208;N2366;;;;OM686882.1;Diatoms;
KC598084_1207;N2371;;;;HQ912446.1;Diatoms;
AB052287.1_1057;N2398;;;;KM078662.1;Diatoms;
KX839260_1210;N2383;;;;KX981811.1;Diatoms;
ptMAG_rbcL_113_176;N2219;;;;KM078667.1;Diatoms;
ptMAG_rbcL_118_181;N2222;;;;OR355394.1;Diatoms;
ON920853.1_335;N2236;;;;KU951589.1;Diatoms;
MN401197.1_485;N2239;;;;KY863485.1;Diatoms;
MN401193.1_487;N2251;;;;OR355398.1;Diatoms;
MN401194.1_486;N2256;;;;MG027498.1;Diatoms;
KX354386.1_325;N2349;;;;KP229547.1;Diatoms;
KX354385.1_326;N2336;;;;KJ463473.1;Diatoms;
KX354384.1_327;N2300;;;;KP229546.1;Diatoms;
MT374817.1_479;N2270;;;;HQ912403.1;Diatoms;
ON920848.1_337;N2279;;;;KX120552.1;Diatoms;
MZ504745_1211;N2157;;;;KJ463462.1;Diatoms;
KY271703.1_622;N2160;;;;MK045450;Diatoms;
ptMAG_rbcL_50_113;N2040;;;;KC736590.1;Diatoms;
ptMAG_rbcL_213_276;N2050;;;;KJ463472.1;Diatoms;
ptMAG_rbcL_85_148;N1293;;;;FJ002140.1;Diatoms;
ptMAG_rbcL_40_103;N1256;;;;NC_038001;Diatoms;
ptMAG_rbcL_43_106;N1231;;;;FJ002099.1;Diatoms;
ptMAG_rbcL_53_116;N1788;;;;KX120592.1;Diatoms;
ptMAG_rbcL_79_142;N1858;;;;KX120585.1;Diatoms;
ptMAG_rbcL_82_145;N1840;;;;MH064064.1;Diatoms;
GroupDREPX734_Bin_PRSC_117_75-contigsc0020_-_rbcL_gene_37;N1831;;;;MW562870.1;Diatoms;
ptMAG_rbcL_78_141;N1908;;;;HQ912392.1;Diatoms;
ptMAG_rbcL_83_146;N1924;;;;KX120553.1;Diatoms;
ptMAG_rbcL_98_161;N1918;;;;KX120642.1;Diatoms;
ptMAG_rbcL_72_135;N1888;;;;JX033021.1;Diatoms;
ptMAG_rbcL_56_119;N1883;;;;KT943655.1;Diatoms;
ptMAG_rbcL_106_169;N1899;;;;ptMAG_rbcL_33;Diatoms;
ptMAG_rbcL_219_282;N1894;;;;KX120586.1;Diatoms;
EF165154.1_528;N1766;;;;KX120635.1;Diatoms;
AF015572.1_751;N1750;;;;OP297433.1;Diatoms;
EF165151.1_530;N1743;;;;HQ912508.1;Diatoms;
ptMAG_rbcL_96_159;N1739;;;;MH040270.1;Diatoms;
EF165150.1_531;N1728;;;;KC309550.1;Diatoms;
EF165152.1_529;N1716;;;;KU665639.1;Diatoms;
EF165149.1_532;N1708;;;;KJ463465.1;Diatoms;
AF155877.1_723;N1711;;;;KJ463470.1;Diatoms;
ptMAG_rbcL_59_122;N1667;;;;KJ463476.1;Diatoms;
GroupDREPX938_Annotated_Unfinished_-_rbcL_gene_40;N1680;;;;KY320285.1;Diatoms;
ptMAG_rbcL_93_156;N1373;;;;KC309549.1;Diatoms;
OQ466208.1_341;N1376;;;;KM999102.1;Diatoms;
ptMAG_rbcL_95_158;N1369;;;;MH064101.1;Diatoms;
EF165158.1_526;N1360;;;;HQ912496.1;Diatoms;
GroupDREPX1173_Consensus_-_rbcL_gene_47;N1384;;;;MH064102.1;Diatoms;
OQ466205.1_342;N1415;;;;OP297449.1;Diatoms;
ptMAG_rbcL_62_125;N996;;;;MH064100.1;Diatoms;
OQ466175.1_343;N2727;;;;HQ912445.1;Diatoms;
ptMAG_rbcL_57_120;N612;;;;MT383641;Diatoms;
GroupDREPX1162_Consensus_-_rbcL_gene_45;N648;;;;MK757570.1;Diatoms;
GroupDREPX1169_Consensus_-_rbcL_gene_46;N626;;;;OP191802.1;Diatoms;
GroupDREPX1181_Bin_PIBR_42_47-contigsc0248_-_rbcL_gene_49;N632;;;;MK887897.1;Diatoms;
UnusedGroupDREPX1045_Bin_ORTA_59_63-contigsc0067_-_rbcL_gene_61;N635;;;;MK887894.1;Diatoms;
ptMAG_rbcL_80_143;N599;;;;MK887895.1;Diatoms;
GroupDREPX1109_Consensus_-_rbcL_gene_44;N587;;;;PP374853.1;Diatoms;
ptMAG_rbcL_102_165;N590;;;;KY320291.1;Diatoms;
UnusedGroupDREPX493_Annotated_Unfinished_-_rbcL_gene_58;N576;;;;LC746291.1;Diatoms;
ptMAG_rbcL_60_123;N510;;;;OP191772.1;Diatoms;
ptMAG_rbcL_115_178;N527;;;;OR455854.1;Diatoms;
ptMAG_rbcL_90_153;N893;;;;HQ912443.1;Diatoms;
ptMAG_rbcL_110_173;N866;;;;MW324619.1;Diatoms;
ptMAG_rbcL_81_144;N856;;;;MH064137.1;Diatoms;
GroupDREPX938_Annotated_Unfinished_-_rbcL_gene_41;N833;;;;KT943612.1;Diatoms;
EF165164.1_523;N693;;;;OP191806.1;Diatoms;
ptMAG_rbcL_99_162;N823;;;;MK689241.1;Diatoms;
ptMAG_rbcL_103_166;N701;;;;MH064098.1;Diatoms;
EF165167.1_522;N704;;;;MN937452;Diatoms;
ptMAG_rbcL_92_155;N799;;;;OM686881.1;Diatoms;
ptMAG_rbcL_46_109;N718;;;;OP191770.1;Diatoms;
ptMAG_rbcL_73_136;N2888;;;;OP191774.1;Diatoms;
GroupDREP1042_Bin_MEDD_45_2_3-contigsc0202_-_rbcL_gene_1;N2879;;;;OP191777.1;Diatoms;
ptMAG_rbcL_87_150;N2856;;;;OK136184;Euglenophyceae;
ptMAG_rbcL_230_293;N2867;;;;NC_017754;Euglenophyceae;
ptMAG_rbcL_61_124;N2898;;;;OK136185;Euglenophyceae;
ptMAG_rbcL_36_99;N10;;;;OK136183;Euglenophyceae;
ptMAG_rbcL_212_275;N11;;;;JX457480;Euglenophyceae;
EF165163.1_524;N127;;;;NC_039970;Euglenophyceae;
ptMAG_rbcL_216_279;N42;;;;NC_039971;Euglenophyceae;
EF165162.1_525;N53;;;;NC_039928;Euglenophyceae;
GroupDREPX942_Annotated_Unfinished_-_rbcL_gene_42;N150;;;;NC_027286;Euglenophyceae;
ptMAG_rbcL_69_132;N393;;;;NC_027287;Euglenophyceae;
ptMAG_rbcL_4_67;N400;;;;MH898669;Euglenophyceae;
ptMAG_rbcL_67_130;N381;;;;OP179283;Euglenophyceae;
KJ877675_1160;N348;;;;NC_071862;Euglenophyceae;
ptMAG_rbcL_89_152;N335;;;;NC_038187;Euglenophyceae;
ptMAG_rbcL_104_167;N340;;;;X70810;Euglenophyceae;
ptMAG_rbcL_77_140;N321;;;;MF622086;Euglenophyceae;
GroupDREPX1178_Bin_ZURI_16_25-contigsc0018_-_rbcL_gene_48;N282;;;;OP179278;Euglenophyceae;
EF165179.1_520;N209;;;;NC_027288;Euglenophyceae;
AF015570.1_753;N273;;;;NC_071861;Euglenophyceae;
ptMAG_rbcL_74_137;N216;;;;KT223519;Euglenophyceae;
GroupDREPX1190_Bin_FUNE_56_6-contigsc0004_-_rbcL_gene_50;N2372;;;;NC_039967;Euglenophyceae;
ptMAG_rbcL_45_108;N2391;;;;OP179281;Euglenophyceae;
EF165155.1_527;N2384;;;;NC_035156;Euglenophyceae;
ptMAG_rbcL_48_111;N2223;;;;ptMAG_rbcL_204;Euglenophyceae;
AF015571.1_752;N2240;;;;OP179277;Euglenophyceae;
ptMAG_rbcL_49_112;N2257;;;;ptMAG_rbcL_203;Euglenophyceae;
ptMAG_rbcL_100_163;N2350;;;;ptMAG_rbcL_202;Euglenophyceae;
EF165176.1_521;N2301;;;;KP686075;Euglenophyceae;
HF549074.1_878;N2271;;;;JQ237893;Euglenophyceae;
MH795132_1181;N2291;;;;KP453743;Euglenophyceae;
ptMAG_rbcL_66_129;N2280;;;;KC684276;Euglenophyceae;
ptMAG_rbcL_5_68;N2051;;;;NC_039969;Euglenophyceae;
ptMAG_rbcL_76_139;N1257;;;;NC_071864;Euglenophyceae;
ptMAG_rbcL_68_131;N1260;;;;NC_039927;Euglenophyceae;
NC_040135_1197;N1232;;;;KT693213.1;Chlorophyceae;
MH795129_1180;N1237;;;;NC_066823;Chlorophyceae;
ptMAG_rbcL_52_115;N1789;;;;ptMAG_rbcL_215;Chlorophyceae;
NC_040134_1196;N1860;;;;ptMAG_rbcL_158;Chlorophyceae;
MH795128_1179;N1842;;;;DQ481216.1;Chlorophyceae;
ptMAG_rbcL_107_170;N1832;;;;KX507373;Chlorophyceae;
HF549072.1_879;N1835;;;;MT364368;Chlorophyceae;
ptMAG_rbcL_94_157;N1919;;;;EU677193;Chlorophyceae;
ptMAG_rbcL_91_154;N1885;;;;MW250871;Chlorophyceae;
ptMAG_rbcL_54_117;N1895;;;;EF113415.1;Chlorophyceae;
ptMAG_rbcL_225_288;N1729;;;;OQ849777;Chlorophyceae;
ptMAG_rbcL_88_151;N1734;;;;NC_042241;Chlorophyceae;
EF165184.1_516;N1668;;;;KT625419;Chlorophyceae;
NC_056910_1076;N1671;;;;AB084335.1;Chlorophyceae;
ptMAG_rbcL_6_69;N1681;;;;EF113470.1;Chlorophyceae;
ptMAG_rbcL_64_127;N1684;;;;NC_029675;Chlorophyceae;
EF165180.1_519;N1366;;;;KT625421;Chlorophyceae;
AF155876.1_724;N1361;;;;KT199253;Chlorophyceae;
EF165182.1_517;N1402;;;;KT199256;Chlorophyceae;
EF165181.1_518;N1385;;;;HM852435.1;Chlorophyceae;
ptMAG_rbcL_65_128;N1416;;;;ptMAG_rbcL_188;Chlorophyceae;
AF438320.1_718;N1425;;;;KC145516.1;Chlorophyceae;
AF438321.1_717;N998;;;;ptMAG_rbcL_196;Chlorophyceae;
AF438317.1_721;N2728;;;;JQ259910.1;Chlorophyceae;
AF438319.1_719;N649;;;;NC_029672;Chlorophyceae;
AF438318.1_720;N636;;;;KY094108.1;Chlorophyceae;
GroupDREPX759_Bin_FUNE_4_12-contigsc0035_-_rbcL_gene_38;N639;;;;ptMAG_rbcL_152;Chlorophyceae;
ptMAG_rbcL_38_101;N578;;;;ptMAG_rbcL_192;Chlorophyceae;
LC269919_1164;N511;;;;HM852437.1;Chlorophyceae;
DQ273989.1_1029;N514;;;;EF113466.1;Chlorophyceae;
AF015581.1_748;N559;;;;ptMAG_rbcL_189;Chlorophyceae;
AJ579568.1_838;N528;;;;ptMAG_rbcL_191;Chlorophyceae;
NC_053868_1201;N867;;;;ptMAG_rbcL_144;Chlorophyceae;
AF064746.1_731;N857;;;;EF113472.1;Chlorophyceae;
AF064747.1_730;N860;;;;NC_029735;Chlorophyceae;
AF155584.1_726;N834;;;;NC_028585;Chlorophyceae;
MK189080.1_544;N712;;;;KC145509.1;Chlorophyceae;
AF155585.1_725;N705;;;;NC_029673;Chlorophyceae;
AF069499.1_729;N800;;;;KC145508.1;Chlorophyceae;
AM421005.1_829;N719;;;;EF113418.1;Chlorophyceae;
AJ579574.1_835;N732;;;;NC_029670;Chlorophyceae;
AF015587.1_746;N2889;;;;NC_037923;Chlorophyceae;
AJ579564.1_1052;N2880;;;;EF078303.1;Chlorophyceae;
AJ579571.1_837;N2857;;;;EF078314.1;Chlorophyceae;
AM695634.1_1043;N2869;;;;EF078375.1;Chlorophyceae;
AJ580924.1_834;N2899;;;;MF276976;Chlorophyceae;
AF064744.1_732;N9;;;;EF078381.1;Chlorophyceae;
AJ579566.1_1051;N35;;;;MF276985;Chlorophyceae;
AM695635.1_1042;N12;;;;MF276983;Chlorophyceae;
AJ580948.1_832;N50;;;;MF276980;Chlorophyceae;
AJ580947.1_833;N43;;;;KY114065;Chlorophyceae;
JX681224.1_644;N54;;;;MF276979;Chlorophyceae;
JX681208.1_886;N69;;;;GQ985404.1;Chlorophyceae;
AM421004.1_830;N151;;;;HM852436.1;Chlorophyceae;
ptMAG_rbcL_105_168;N154;;;;KF975604.1;Chlorophyceae;
EU912438_1158;N394;;;;ptMAG_rbcL_195;Chlorophyceae;
AF465706.1_742;N397;;;;KT777978.1;Chlorophyceae;
EF455922.1_756;N401;;;;AB084332.1;Chlorophyceae;
AY682398.1_654;N404;;;;KT777983.1;Chlorophyceae;
AY682399.1_653;N382;;;;MF278351.1;Chlorophyceae;
AJ579573.1_836;N387;;;;NC_066651;Chlorophyceae;
U89900.1_952;N376;;;;MG257492.1;Chlorophyceae;
EF455976.1_959;N349;;;;MW191589.1;Chlorophyceae;
EF455950.1_960;N337;;;;MW191597.1;Chlorophyceae;
EF455946.1_961;N341;;;;OL770103.1;Chlorophyceae;
AF465709.1_741;N322;;;;NC_036668;Chlorophyceae;
AF015588.1_745;N327;;;;KF975603.1;Chlorophyceae;
ptMAG_rbcL_97_160;N310;;;;NC_086754;Chlorophyceae;
AY682413.1_652;N283;;;;NC_086752;Chlorophyceae;
ptMAG_rbcL_111_174;N211;;;;MT655944.1;Chlorophyceae;
ptMAG_rbcL_84_147;N274;;;;MK995333;Chlorophyceae;
CM075647_1156;N217;;;;MF423120;Chlorophyceae;
AF015580.1_749;N222;;;;NC_068582;Chlorophyceae;
ptMAG_rbcL_58_121;N2392;;;;KX131180;Chlorophyceae;
JX297813_1159;N2385;;;;OR350844;Chlorophyceae;
U89898.1_951;N2241;;;;HQ246350.1;Chlorophyceae;
ptMAG_rbcL_86_149;N2259;;;;NC_029671;Chlorophyceae;
ptMAG_rbcL_108_171;N2302;;;;MK257153.1;Chlorophyceae;
AF015583.1_747;N2273;;;;MH735127.1;Chlorophyceae;
NC_012903_1189;N2292;;;;ptMAG_rbcL_167;Chlorophyceae;
MT439864.1_478;N2281;;;;NC_028583;Chlorophyceae;
MT439865.1_477;N1234;;;;KY407660;Chlorophyceae;
KJ577908.1_805;N1238;;;;DQ291132;Chlorophyceae;
KC309614.1_357;N1247;;;;HQ700713;Chlorophyceae;
MG755793_1092;N1791;;;;MN701585;Chlorophyceae;
MZ542383.1_428;N1836;;;;MN659373;Chlorophyceae;
OM827252_1149;N1730;;;;NC_047431;Chlorophyceae;
NC_038003_1123;N1735;;;;MN659374;Chlorophyceae;
HQ912478.1_922;N1673;;;;MN701588;Chlorophyceae;
MZ542384.1_427;N1686;;;;NC_008372;Chlorophyceae;
KJ577892.1_807;N1363;;;;ptMAG_rbcL_209;Chlorophyceae;
KJ577880.1_809;N1412;;;;ptMAG_rbcL_134;Chlorophyceae;
MG755791_1080;N1403;;;;NC_042251;Chlorophyceae;
NC_059929_1129;N1395;;;;EF113460.1;Chlorophyceae;
KC509521_1083;N1386;;;;OP765320;Chlorophyceae;
MW561225_1110;N1417;;;;KT355763.1;Chlorophyceae;
HQ912535.1_901;N1420;;;;KT833561.2;Chlorophyceae;
KC309581.1_361;N1426;;;;ptMAG_rbcL_223;Chlorophyceae;
HQ912516.1_906;N1443;;;;LC474828.1;Chlorophyceae;
JX413573.1_880;N2730;;;;KT355767.1;Chlorophyceae;
HQ912438.1_939;N655;;;;EF113471.1;Chlorophyceae;
OP297423.1_352;N650;;;;AP018038;Chlorophyceae;
KJ577877.1_811;N641;;;;KT199250;Chlorophyceae;
OP297475.1_347;N580;;;;MW363991.1;Chlorophyceae;
OM827248_1147;N522;;;;KT355759.1;Chlorophyceae;
MG755799_1096;N515;;;;KT355762.1;Chlorophyceae;
OP297419.1_353;N565;;;;KT833573.1;Chlorophyceae;
NC_067957_1138;N560;;;;KT355740.1;Chlorophyceae;
NC_024084_1117;N550;;;;ptMAG_rbcL_165;Chlorophyceae;
ptMAG_rbcL_12_75;N529;;;;EF113406.1;Chlorophyceae;
KC309600.1_360;N879;;;;ptMAG_rbcL_155;Chlorophyceae;
AY604696.1_710;N868;;;;KT355758.1;Chlorophyceae;
AF372696.1_570;N852;;;;KT355746.1;Chlorophyceae;
ptMAG_rbcL_26_89;N835;;;;KT355765.1;Chlorophyceae;
KR998419.1_788;N714;;;;KT833569.1;Chlorophyceae;
AB430698.1_967;N706;;;;KT355754.1;Chlorophyceae;
AB546640.1_999;N801;;;;KT355753.1;Chlorophyceae;
ptMAG_rbcL_17_80;N810;;;;KT833567.1;Chlorophyceae;
OM827249_1148;N720;;;;ptMAG_rbcL_149;Chlorophyceae;
NC_069610_1139;N725;;;;KT355769.1;Chlorophyceae;
MZ542394.1_426;N733;;;;MF101233.1;Chlorophyceae;
KC309607.1_359;N2882;;;;KC145513.1;Chlorophyceae;
HQ912513.1_907;N2858;;;;HM754410.1;Chlorophyceae;
HQ912431.1_940;N2871;;;;MK733623.1;Chlorophyceae;
KC309610.1_358;N2921;;;;MZ082103.1;Chlorophyceae;
AB430661.1_986;N2900;;;;MK257147.1;Chlorophyceae;
FJ002129.1_998;N7;;;;EF113448.1;Chlorophyceae;
AY569603.1_708;N13;;;;OQ378581.1;Chlorophyceae;
ptMAG_rbcL_29_92;N24;;;;OQ208938.1;Chlorophyceae;
OK502205.1_407;N45;;;;AB022225.1;Chlorophyceae;
AY569592.1_709;N55;;;;AB504764.1;Chlorophyceae;
ptMAG_rbcL_14_77;N70;;;;AB504765.1;Chlorophyceae;
AB430659.1_987;N73;;;;AB504767.1;Chlorophyceae;
HQ912547.1_897;N155;;;;AB022530.1;Chlorophyceae;
MG763887.1_543;N170;;;;LC012751.1;Chlorophyceae;
HQ912502.1_913;N383;;;;ptMAG_rbcL_147;Chlorophyceae;
HQ912548.1_896;N388;;;;ptMAG_rbcL_218;Chlorophyceae;
HQ912505.1_911;N377;;;;ptMAG_rbcL_146;Chlorophyceae;
HQ912506.1_910;N371;;;;LC012752.1;Chlorophyceae;
HQ912512.1_908;N350;;;;MK908413.1;Chlorophyceae;
JX413567.1_881;N324;;;;LC360495.1;Chlorophyceae;
MH424437.1_561;N328;;;;MF803744.1;Chlorophyceae;
HQ912544.1_898;N331;;;;OP902601.1;Chlorophyceae;
AB430669.1_984;N311;;;;LC360492.1;Chlorophyceae;
HQ912549.1_895;N314;;;;LC012738.1;Chlorophyceae;
JX413565.1_882;N284;;;;LC438451.1;Chlorophyceae;
HQ912503.1_912;N291;;;;LC683784.1;Chlorophyceae;
NC_031425_1120;N275;;;;LC012744.1;Chlorophyceae;
HQ912517.1_905;N219;;;;MN251877.2;Chlorophyceae;
MF578745.1_623;N223;;;;AB434272.1;Chlorophyceae;
MZ542378.1_429;N236;;;;LC360493.1;Chlorophyceae;
MG755798_1095;N2387;;;;EU030689.1;Chlorophyceae;
MK817352.1_355;N2243;;;;OR237990.1;Chlorophyceae;
KJ577909.1_804;N2303;;;;OR237985.1;Chlorophyceae;
MG755806_1098;N2274;;;;KC145511.1;Chlorophyceae;
MG755805_1097;N2293;;;;LC133513.1;Chlorophyceae;
KU556402.1_677;N2287;;;;LC133510.1;Chlorophyceae;
MF001961.1_546;N2282;;;;NC_028580;Chlorophyceae;
OR621302.1_317;N1244;;;;AB175945.1;Chlorophyceae;
HQ912429.1_941;N1239;;;;AB175935.1;Chlorophyceae;
MG755794_1093;N1253;;;;AB175936.1;Chlorophyceae;
HQ912487.1_920;N1248;;;;MK257145.1;Chlorophyceae;
KC309573.1_362;N1792;;;;AB050484.1;Chlorophyceae;
HQ912428.1_942;N1674;;;;AB044171.1;Chlorophyceae;
NC_067955_1137;N1704;;;;LT854012.1;Chlorophyceae;
OP297435.1_350;N1687;;;;LT854010.1;Chlorophyceae;
OP297472.1_348;N1409;;;;EF113477.1;Chlorophyceae;
MF578765.1_564;N1404;;;;D86837.1;Chlorophyceae;
HQ912530.1_902;N1396;;;;AB050494.1;Chlorophyceae;
NC_038002_1122;N1399;;;;LC380395.1;Chlorophyceae;
AB430689.1_971;N1387;;;;OP514965.1;Chlorophyceae;
AB430686.1_973;N1390;;;;ptMAG_rbcL_169;Chlorophyceae;
OL855989_1146;N1421;;;;LC380394.1;Chlorophyceae;
HQ912536.1_900;N1428;;;;AB050492.1;Chlorophyceae;
MK817338.1_356;N1444;;;;AB278628.1;Chlorophyceae;
AB430668.1_985;N1511;;;;D86827.1;Chlorophyceae;
DQ514768.1_1038;N2784;;;;MF083690;Chlorophyceae;
DQ514769.1_1037;N2731;;;;NC_069043;Chlorophyceae;
ptMAG_rbcL_9_72;N652;;;;ptMAG_rbcL_179;Chlorophyceae;
MW679511_1112;N523;;;;AB000810.1;Chlorophyceae;
MT385839_1108;N517;;;;ptMAG_rbcL_178;Chlorophyceae;
AB430665.1_989;N562;;;;KY489662.1;Chlorophyceae;
KJ958483_1087;N551;;;;AB050485.1;Chlorophyceae;
NC_025314_1119;N547;;;;AP012494;Chlorophyceae;
HQ912426.1_943;N530;;;;D86834.1;Chlorophyceae;
ptMAG_rbcL_10_73;N869;;;;MH161344;Chlorophyceae;
AB831883.1_766;N847;;;;ptMAG_rbcL_208;Chlorophyceae;
EF067921_1081;N836;;;;D86832.1;Chlorophyceae;
ptMAG_rbcL_23_86;N708;;;;AB593419.1;Chlorophyceae;
OQ029502.1_310;N802;;;;AB044166.1;Chlorophyceae;
NC_058878_1128;N811;;;;LC581491.1;Chlorophyceae;
ptMAG_rbcL_18_81;N814;;;;AB044164.1;Chlorophyceae;
ptMAG_rbcL_22_85;N722;;;;AB044160.1;Chlorophyceae;
DQ514793.1_1035;N726;;;;LC523992;Chlorophyceae;
ptMAG_rbcL_24_87;N729;;;;AB044159.1;Chlorophyceae;
DQ514791.1_1036;N734;;;;KJ635642.1;Chlorophyceae;
MW592700_1111;N737;;;;KT625422;Chlorophyceae;
MH040266.1_548;N2883;;;;ptMAG_rbcL_120;Chlorophyceae;
KF701607.1_827;N2859;;;;ptMAG_rbcL_131;Chlorophyceae;
JN975260.1_373;N2872;;;;AB542929.1;Chlorophyceae;
NC_038008_1079;N2922;;;;LC322167.1;Chlorophyceae;
AB430685.1_974;N2914;;;;LC322166.1;Chlorophyceae;
MH040254.1_550;N2901;;;;OP298011;Chlorophyceae;
JN975256.1_375;N6;;;;ptMAG_rbcL_137;Chlorophyceae;
JN975257.1_374;N14;;;;ptMAG_rbcL_148;Chlorophyceae;
AB430673.1_982;N17;;;;EF113443.1;Chlorophyceae;
JN975254.1_376;N25;;;;KJ635653.1;Chlorophyceae;
HQ912524.1_904;N28;;;;OQ208934.1;Chlorophyceae;
HQ912441.1_938;N47;;;;EF113476.1;Chlorophyceae;
ptMAG_rbcL_31_94;N56;;;;MK257148.1;Chlorophyceae;
MG755808_1099;N59;;;;MK257149.1;Chlorophyceae;
MK642493.1_464;N75;;;;EF113423.1;Chlorophyceae;
KC309564.1_363;N156;;;;ptMAG_rbcL_162;Chlorophyceae;
