ID;Internal ID;;;;RbcL_ID;RbcL_based_taxa;;;RbcL_ID2;RbcL_based_taxa2;;;;RbcL_ID3;RbcL_based_taxa3
KT253161.1_779;N1272;;;;;;;;AB430692.1;Diatoms;;;;OP297418.1;Bacillariophyceae
HG793063.1_825;N1277;;;;;;;;MW324621.1;Diatoms;;;;KU687462.1;Bacillariophyceae
ptMAG_rbcL_145_208;N1284;;;;;;;;JX401260.1;Diatoms;;;;KY799133.1;Bacillariophyceae
NC_018569_1336;N1182;;;;;;;;JX401261.1;Diatoms;;;;KY799136.1;Bacillariophyceae
EF589155.1_515;N1205;;;;;;;;AB430678.1;Diatoms;;;;HM754410.1;Chlorophyceae
OQ208937.1_306;N1190;;;;;;;;JN975261.1;Diatoms;;;;EF113405.1;Trebouxiophyceae
ptMAG_rbcL_157_220;N1217;;;;;;;;KF701608.1;Diatoms;;;;OP297423.1;Coscinodiscophyceae
FJ217383.1_754;N1224;;;;;;;;MH040265.1;Diatoms;;;;KJ577877.1;Coscinodiscophyceae
EF012701.1_764;N1947;;;;;;;;HQ912498.1;Diatoms;;;;HQ912438.1;Coscinodiscophyceae
NC_025540_1348;N1942;;;;;;;;AB430677.1;Diatoms;;;;OP297419.1;Coscinodiscophyceae
NC_025524_1341;N1931;;;;;;;;JX401258.1;Diatoms;;;;OL310463.1;Chlorophyceae
EF113435.1_1016;N1952;;;;;;;;JX401259.1;Diatoms;;;;OK626421.1;Chlorophyceae
KR154344.1_790;N1958;;;;;;;;MG684323.1;Diatoms;;;;OL457301.1;Bacillariophyceae
ON986220_1422;N1771;;;;;;;;LC753169.1;Diatoms;;;;MW324582.1;Bacillariophyceae
MN938474.1_472;N1778;;;;;;;;LC753170.1;Diatoms;;;;KC309549.1;Bacillariophyceae
KR154341.1_791;N1818;;;;;;;;JX401255.1;Diatoms;;;;FJ002140.1;Bacillariophyceae
MG495094.1_573;N1865;;;;;;;;AY257111.1;Diatoms;;;;FJ002099.1;Bacillariophyceae
ON986224_1424;N1308;;;;;;;;MG755795;Diatoms;;;;KJ463464.1;Bacillariophyceae
EF113428.1_1019;N1321;;;;;;;;MG684331.1;Diatoms;;;;KP229547.1;Bacillariophyceae
NC_025526_1343;N1662;;;;;;;;HQ912525.1;Diatoms;;;;KP229546.1;Bacillariophyceae
NC_072904_1409;N1341;;;;;;;;HQ912485.1;Diatoms;;;;FJ002132.1;Bacillariophyceae
ON986221_1423;N2618;;;;;;;;HQ912499.1;Diatoms;;;;KJ463473.1;Bacillariophyceae
NC_072903_1408;N2621;;;;;;;;OQ694379;Diatoms;;;;MH064057.1;Bacillariophyceae
KT950845.1_437;N2653;;;;;;;;OQ694380;Diatoms;;;;HQ912403.1;Bacillariophyceae
NC_072900_1407;N2638;;;;;;;;KM999082.1;Diatoms;;;;MG027498.1;Bacillariophyceae
KP202851.1_792;N2645;;;;;;;;AB430687.1;Diatoms;;;;MH064060.1;Bacillariophyceae
ON986219_1227;N983;;;;;;;;HQ912475.1;Diatoms;;;;KJ463472.1;Bacillariophyceae
ptMAG_rbcL_130_193;N978;;;;;;;;MG684349.1;Diatoms;;;;MW324581.1;Bacillariophyceae
ptMAG_rbcL_215_278;N987;;;;;;;;AB430690.1;Diatoms;;;;MH064059.1;Bacillariophyceae
ptMAG_rbcL_158_221;N961;;;;;;;;FJ002156.1;Diatoms;;;;KJ463466.1;Bacillariophyceae
NC_066823_1400;N964;;;;;;;;KR048217.1;Diatoms;;;;KJ463462.1;Bacillariophyceae
KT693213.1_626;N954;;;;;;;;MG684348.1;Diatoms;;;;MH064058.1;Bacillariophyceae
DQ481216.1_697;N949;;;;;;;;MK454983.1;Diatoms;;;;KC736590.1;Bacillariophyceae
KX507373_1220;N940;;;;;;;;MG684339.1;Diatoms;;;;KJ463465.1;Bacillariophyceae
MT364368_1320;N2689;;;;;;;;MG684343.1;Diatoms;;;;MK817338.1;Mediophyceae
EU677193_1237;N2802;;;;;;;;MG684341.1;Diatoms;;;;EF113406.1;Chlorophyceae
MW250871_1221;N2807;;;;;;;;JX401253.1;Diatoms;;;;KT355769.1;Chlorophyceae
EF113415.1_1024;N2709;;;;;;;;MG684350.1;Diatoms;;;;KT833573.1;Chlorophyceae
OQ849777_1433;N2716;;;;;;;;MG684337.1;Diatoms;;;;KT355740.1;Chlorophyceae
NC_042241_1393;N668;;;;;;;;MG684336.1;Diatoms;;;;KT355762.1;Chlorophyceae
KT625419_1276;N606;;;;;;;;MG684321.1;Diatoms;;;;KJ011795.1;Bacillariophyceae
AB084335.1_1040;N619;;;;;;;;AB430691.1;Diatoms;;;;AF015573.1;Dictyochophyceae
KC145511.1_864;N495;;;;;;;;NC_060857;Diatoms;;;;MF578745.1;Mediophyceae
MF101233.1_630;N498;;;;;;;;OK637333;Diatoms;;;;MZ542378.1;Mediophyceae
GQ985404.1_988;N674;;;;;;;;ptMAG_rbcL_28;Diatoms;;;;HQ912517.1;Mediophyceae
HM852436.1_649;N677;;;;;;;;ptMAG_rbcL_34;Diatoms;;;;EF113411.1;Chlorophyceae
KC145513.1_863;N906;;;;;;;;NC_061049;Diatoms;;;;JN573844.1;Trebouxiophyceae
KT199256_1272;N828;;;;;;;;KX981832.1;Diatoms;;;;AB175936.1;Chlorophyceae
NC_029675_1366;N687;;;;;;;;FJ002142.1;Diatoms;;;;AB175945.1;Chlorophyceae
KT625421_1277;N483;;;;;;;;KX981815.1;Diatoms;;;;AB175935.1;Chlorophyceae
KT199253_1271;N486;;;;;;;;MT432487.1;Diatoms;;;;KJ577880.1;Coscinodiscophyceae
HM852437.1_648;N462;;;;;;;;FJ002139.1;Diatoms;;;;AB430672.1;Bacillariophyceae
HM852435.1_650;N467;;;;;;;;MT432485.1;Diatoms;;;;HQ912516.1;Coscinodiscophyceae
ptMAG_rbcL_188_251;N430;;;;;;;;KX981816.1;Diatoms;;;;JX413573.1;Coscinodiscophyceae
KC145516.1_862;N441;;;;;;;;KX981814.1;Diatoms;;;;AY569603.1;Coscinodiscophyceae
ptMAG_rbcL_196_259;N2840;;;;;;;;LC726298.1;Diatoms;;;;AB430659.1;Coscinodiscophyceae
EF113466.1_1007;N140;;;;;;;;LC726300.1;Diatoms;;;;AY569592.1;Coscinodiscophyceae
ptMAG_rbcL_189_252;N141;;;;;;;;MW324580.1;Diatoms;;;;HQ656823.1;Coscinodiscophyceae
ptMAG_rbcL_191_254;N1141;;;;;;;;OP297418.1;Diatoms;;;;OK502205.1;Coscinodiscophyceae
ptMAG_rbcL_144_207;N1130;;;;;;;;OM686885.1;Diatoms;;;;MH064064.1;Bacillariophyceae
EF113472.1_1003;N2440;;;;;;;;MT432474.1;Diatoms;;;;OK626429.1;Trebouxiophyceae
NC_029735_1367;N2451;;;;;;;;MH064054.1;Diatoms;;;;KJ577874.1;Bacillariophyceae
NC_029672_1364;N2358;;;;;;;;PP374894.1;Diatoms;;;;KT943612.1;Bacillariophyceae
JQ259910.1_646;N2361;;;;;;;;KC309546.1;Diatoms;;;;OM453684.1;Bacillariophyceae
KY094108.1_624;N2406;;;;;;;;FJ002151.1;Diatoms;;;;MK642493.1;Mediophyceae
ptMAG_rbcL_192_255;N2379;;;;;;;;KC309545.1;Diatoms;;;;LC066363.1;Chlorophyceae
GroupDREPX154_Bin_TRCH_30_6-contigsc0055_-_rbcL_gene_3;N2215;;;;;;;;KC309548.1;Diatoms;;;;AY177748.1;Ulvophyceae
ptMAG_rbcL_152_215;N2232;;;;;;;;KT943615.1;Diatoms;;;;ON971347.1;Ulvophyceae
EF113470.1_1005;N2339;;;;;;;;HQ912458.1;Diatoms;;;;DQ514763.1;Mediophyceae
NC_029673_1365;N2266;;;;;;;;KX981831.1;Diatoms;;;;HQ912536.1;Mediophyceae
KC145508.1_866;N2115;;;;;;;;HQ912390.1;Diatoms;;;;KJ577882.1;Bacillariophyceae
NC_029670_1362;N2136;;;;;;;;LC746289.1;Diatoms;;;;KY320285.1;Bacillariophyceae
EF113418.1_1023;N2123;;;;;;;;OK505011;Diatoms;;;;HQ912505.1;Mediophyceae
NC_037923_1375;N2164;;;;;;;;NC_061047;Diatoms;;;;HQ912502.1;Mediophyceae
EF078303.1_1033;N2145;;;;;;;;NC_065388;Diatoms;;;;KM078662.1;Bacillariophyceae
EF078314.1_1032;N1983;;;;;;;;MT742551;Diatoms;;;;KM078667.1;Bacillariophyceae
EF078375.1_1031;N1995;;;;;;;;ptMAG_rbcL_3;Diatoms;;;;KX981811.1;Bacillariophyceae
EF078381.1_1030;N2028;;;;;;;;FJ002132.1;Diatoms;;;;HM627327.1;Bacillariophyceae
MF276976_1295;N2017;;;;;;;;OR455891.1;Diatoms;;;;FJ715717.1;Ulvophyceae
MF276983_1298;N2035;;;;;;;;NC_014287;Diatoms;;;;AY177746.1;Ulvophyceae
MF276985_1299;N2046;;;;;;;;MT383642;Diatoms;;;;MF101233.1;Chlorophyceae
MF276980_1297;N1274;;;;;;;;OK505009;Diatoms;;;;AJ579571.1;Xanthophyceae
MF276979_1296;N1279;;;;;;;;KC509522;Diatoms;;;;AJ579566.1;Xanthophyceae
KY114065_1285;N1285;;;;;;;;KR048205.1;Diatoms;;;;AF015587.1;Xanthophyceae
MG257492.1_562;N1288;;;;;;;;MH794250.1;Diatoms;;;;AJ579568.1;Xanthophyceae
ptMAG_rbcL_195_258;N1206;;;;;;;;MH794249.1;Diatoms;;;;AF465706.1;Xanthophyceae
KF975604.1_859;N1191;;;;;;;;MW307289.1;Diatoms;;;;AM695635.1;Xanthophyceae
KT777978.1_642;N1196;;;;;;;;OP191773.1;Diatoms;;;;AM695634.1;Xanthophyceae
MF278351.1_604;N1218;;;;;;;;MT383638;Diatoms;;;;AJ579564.1;Xanthophyceae
NC_066651_1399;N1221;;;;;;;;HQ912474.1;Diatoms;;;;KC145508.1;Trebouxiophyceae
AB084332.1_1041;N1226;;;;;;;;MW324581.1;Diatoms;;;;AB451191.1;Chlorophyceae
KT777983.1_641;N1943;;;;;;;;OK505007;Diatoms;;;;OP297433.1;Bacillariophyceae
MW191589.1_422;N1932;;;;;;;;ptMAG_rbcL_11;Diatoms;;;;HQ912429.1;Mediophyceae
MW191597.1_421;N1935;;;;;;;;ptMAG_rbcL_16;Diatoms;;;;EF113415.1;Chlorophyceae
MF423120_1300;N1968;;;;;;;;MK217824;Diatoms;;;;DQ481216.1;Chlorophyceae
MK995333_1316;N1959;;;;;;;;MW853965;Diatoms;;;;U89900.1;Xanthophyceae
NC_068582_1402;N1772;;;;;;;;MW722940;Diatoms;;;;EF455976.1;Xanthophyceae
KX131180_1282;N1775;;;;;;;;KR709240;Diatoms;;;;AJ579573.1;Xanthophyceae
HQ246350.1_651;N1780;;;;;;;;KJ463466.1;Diatoms;;;;HQ912444.1;Bacillariophyceae
OR350844_1434;N1848;;;;;;;;MH064057.1;Diatoms;;;;KU179118.1;Bacillariophyceae
NC_036668_1226;N1819;;;;;;;;MH064058.1;Diatoms;;;;JX033021.1;Bacillariophyceae
OL770103.1_321;N1866;;;;;;;;KJ463464.1;Diatoms;;;;KX120585.1;Bacillariophyceae
KF975603.1_860;N1879;;;;;;;;ptMAG_rbcL_25;Diatoms;;;;KX120586.1;Bacillariophyceae
NC_086754_1412;N1316;;;;;;;;KF733443;Diatoms;;;;KX120592.1;Bacillariophyceae
MT655944.1_461;N1309;;;;;;;;MH064059.1;Diatoms;;;;HQ912487.1;Mediophyceae
NC_086752_1411;N1337;;;;;;;;MH064060.1;Diatoms;;;;KU851892.1;Bacillariophyceae
NC_028585_1193;N1322;;;;;;;;KC309554.1;Diatoms;;;;KR048217.1;Bacillariophyceae
KC145509.1_865;N1724;;;;;;;;MH064128.1;Diatoms;;;;KM186533.1;Ulvophyceae
NC_029671_1363;N1663;;;;;;;;HQ912462.1;Diatoms;;;;AB619258.1;Ulvophyceae
MH735127.1_556;N1342;;;;;;;;OL415008;Diatoms;;;;HQ912499.1;Bacillariophyceae
MK257153.1_411;N1349;;;;;;;;NC_044491;Diatoms;;;;OP297435.1;Mediophyceae
ptMAG_rbcL_167_230;N2639;;;;;;;;NC_067581;Diatoms;;;;HQ912530.1;Mediophyceae
NC_028583_1361;N2642;;;;;;;;MK454981.1;Diatoms;;;;EF113418.1;Chlorophyceae
KY407660_1438;N2646;;;;;;;;AY571748.1;Diatoms;;;;MN401194.1;Eustigmatophyceae
DQ291132_1437;N980;;;;;;;;MH356727;Diatoms;;;;MT374817.1;Eustigmatophyceae
HQ700713_1241;N988;;;;;;;;MH064143.1;Diatoms;;;;EF113419.1;Chlorophyceae
MN701585_1451;N965;;;;;;;;OL415007;Diatoms;;;;DQ273989.1;Raphidophyceae
MN659373_1455;N941;;;;;;;;LC648449.1;Diatoms;;;;AF015581.1;Raphidophyceae
NC_047431_1448;N2803;;;;;;;;OR355400.1;Diatoms;;;;OP191770.1;Bacillariophyceae
MN659374_1454;N2808;;;;;;;;MH064092.1;Diatoms;;;;MF803744.1;Chlorophyceae
MN701588_1440;N2711;;;;;;;;EF143281.1;Diatoms;;;;MK908413.1;Chlorophyceae
NC_008372_1327;N2717;;;;;;;;EF143305.1;Diatoms;;;;EF113423.1;Chlorophyceae
ptMAG_rbcL_209_272;N2722;;;;;;;;KC954572.1;Diatoms;;;;KF443038.1;Synchromophyceae
ptMAG_rbcL_134_197;N607;;;;;;;;LC648444.1;Diatoms;;;;EF113426.1;Chlorophyceae
NC_042251_1394;N620;;;;;;;;EF143280.1;Diatoms;;;;U21668.1;Chlorarachniophyceae
KT355763.1_381;N499;;;;;;;;KC736613.1;Diatoms;;;;LC769883.1;Trebouxiophyceae
OP765320_1429;N506;;;;;;;;MZ571559.1;Diatoms;;;;AJ580948.1;Xanthophyceae
EF113460.1_1009;N678;;;;;;;;OP548121.1;Diatoms;;;;AJ580947.1;Xanthophyceae
KT833561.2_441;N681;;;;;;;;MZ669214.1;Diatoms;;;;ON920848.1;Eustigmatophyceae
KT199250_1270;N907;;;;;;;;HQ912460.1;Diatoms;;;;HM754409.1;Chlorophyceae
KT355765.1_380;N896;;;;;;;;MW924345.1;Diatoms;;;;AB700352.1;Ulvophyceae
ptMAG_rbcL_223_286;N829;;;;;;;;EF143289.1;Diatoms;;;;OR426990.1;Ulvophyceae
LC474828.1_539;N688;;;;;;;;PP374891.1;Diatoms;;;;AB619262.1;Ulvophyceae
KT355767.1_379;N463;;;;;;;;MW924349.1;Diatoms;;;;AB010224.1;Chlorophyceae
EF113471.1_1004;N468;;;;;;;;MW924350.1;Diatoms;;;;AB477057.1;Chlorophyceae
AP018038_1234;N431;;;;;;;;MH064145.1;Diatoms;;;;OK626436.1;Chlorophyceae
KT833569.1_449;N442;;;;;;;;AY571757.1;Diatoms;;;;EU030689.1;Chlorophyceae
KT355754.1_385;N445;;;;;;;;AY571756.1;Diatoms;;;;AB022225.1;Chlorophyceae
KT833567.1_450;N2841;;;;;;;;AY571747.1;Diatoms;;;;LC012744.1;Chlorophyceae
KT355746.1_387;N133;;;;;;;;KJ011795.1;Diatoms;;;;OP902601.1;Chlorophyceae
KT355753.1_386;N132;;;;;;;;MW324628.1;Diatoms;;;;LC360492.1;Chlorophyceae
ptMAG_rbcL_155_218;N142;;;;;;;;OR455858.1;Diatoms;;;;LC683784.1;Chlorophyceae
KT355769.1_378;N205;;;;;;;;KY499654;Diatoms;;;;LC012752.1;Chlorophyceae
ptMAG_rbcL_149_212;N2363;;;;;;;;NC_067848;Diatoms;;;;AB434272.1;Chlorophyceae
KT355759.1_383;N2403;;;;;;;;HQ912471.1;Diatoms;;;;OQ208938.1;Chlorophyceae
KT355762.1_382;N2380;;;;;;;;AY571753.1;Diatoms;;;;LC012751.1;Chlorophyceae
MW363991.1_409;N2216;;;;;;;;KJ011826.1;Diatoms;;;;LC012738.1;Chlorophyceae
KT355758.1_384;N2233;;;;;;;;KJ011829.1;Diatoms;;;;AF089834.1;Chlorophyceae
KT833573.1_448;N2340;;;;;;;;MZ363619.1;Diatoms;;;;LC360493.1;Chlorophyceae
KT355740.1_388;N2345;;;;;;;;AY571754.1;Diatoms;;;;OQ378581.1;Chlorophyceae
ptMAG_rbcL_165_228;N2324;;;;;;;;KJ011825.1;Diatoms;;;;AB504764.1;Chlorophyceae
EF113406.1_1026;N2267;;;;;;;;KC509523;Diatoms;;;;LC438451.1;Chlorophyceae
HM754410.1_692;N2124;;;;;;;;LC568544.1;Diatoms;;;;U80809.1;Chlorophyceae
MK733623.1_538;N2127;;;;;;;;HQ912490.1;Diatoms;;;;MN251877.2;Chlorophyceae
MK257147.1_414;N2146;;;;;;;;KJ577874.1;Diatoms;;;;AB022530.1;Chlorophyceae
MZ082103.1_338;N1985;;;;;;;;MK454988.1;Diatoms;;;;MF278343.1;Chlorophyta_XX
EF113448.1_1012;N1996;;;;;;;;KT943614.1;Diatoms;;;;MF278346.1;Chlorophyta_XX
OQ378581.1_330;N2023;;;;;;;;KJ658392.1;Diatoms;;;;MF278351.1;Chlorophyta_XX
AB022225.1_848;N2018;;;;;;;;MT015687.1;Diatoms;;;;KF693818.1;Trebouxiophyceae
OQ208938.1_305;N2036;;;;;;;;OM453684.1;Diatoms;;;;OL770103.1;Chlorophyceae
AB504764.1_852;N2058;;;;;;;;KJ011854.1;Diatoms;;;;EF165164.1;Chrysophyceae
AB504765.1_851;N2047;;;;;;;;MH064141.1;Diatoms;;;;EF165180.1;Chrysophyceae
AB504767.1_850;N1289;;;;;;;;OR699085;Diatoms;;;;EF165151.1;Chrysophyceae
AB022530.1_847;N1212;;;;;;;;KJ577882.1;Diatoms;;;;AF155876.1;Chrysophyceae
LC012751.1_783;N1207;;;;;;;;HQ912456.1;Diatoms;;;;EF165181.1;Chrysophyceae
ptMAG_rbcL_147_210;N1192;;;;;;;;KC309551.1;Diatoms;;;;EF165182.1;Chrysophyceae
ptMAG_rbcL_146_209;N1198;;;;;;;;OL457302.1;Diatoms;;;;HQ912506.1;Coscinodiscophyceae
ptMAG_rbcL_218_281;N1228;;;;;;;;KU179121.1;Diatoms;;;;EF165149.1;Chrysophyceae
LC012752.1_782;N1936;;;;;;;;KU687468.1;Diatoms;;;;AF155877.1;Chrysophyceae
MK908413.1_508;N1960;;;;;;;;KU687462.1;Diatoms;;;;AF015570.1;Chrysophyceae
LC360495.1_619;N1963;;;;;;;;KY799133.1;Diatoms;;;;EF165150.1;Chrysophyceae
MF803744.1_618;N1808;;;;;;;;KY799136.1;Diatoms;;;;MK189080.1;Chrysoparadoxophyceae
OP902601.1_377;N1781;;;;;;;;KU179118.1;Diatoms;;;;EF165163.1;Chrysophyceae
LC360492.1_621;N1850;;;;;;;;HQ912444.1;Diatoms;;;;KF443039.1;Chrysophyceae
LC012738.1_784;N1820;;;;;;;;HQ912468.1;Diatoms;;;;EF165167.1;Chrysophyceae
LC438451.1_542;N1827;;;;;;;;ptMAG_rbcL_15;Diatoms;;;;HF549072.1;Chrysophyceae
LC012744.1_789;N1876;;;;;;;;JN418652.1;Diatoms;;;;AB081643.1;Dictyochophyceae
LC683784.1_389;N1867;;;;;;;;MT951629.1;Diatoms;;;;HQ912508.1;Bacillariophyceae
MN251877.2_419;N1905;;;;;;;;MW324582.1;Diatoms;;;;KC309550.1;Bacillariophyceae
AB434272.1_1034;N1880;;;;;;;;KX981819.1;Diatoms;;;;HQ912549.1;Mediophyceae
LC360493.1_620;N1317;;;;;;;;MH064077.1;Diatoms;;;;EF113433.1;Trebouxiophyceae
EU030689.1_467;N1311;;;;;;;;PP374922.1;Diatoms;;;;MN473936.1;Bacillariophyceae
OR237985.1_303;N1323;;;;;;;;OQ660300.1;Diatoms;;;;HQ656833.1;Prymnesiophyceae
OR237990.1_302;N1330;;;;;;;;MW324597.1;Diatoms;;;;KT355758.1;Chlorophyceae
MK257145.1_415;N1754;;;;;;;;HQ912461.1;Diatoms;;;;KT253163.1;Chlorophyceae
AB050484.1_1061;N1725;;;;;;;;OM686882.1;Diatoms;;;;KP202851.1;Chlorophyceae
AB044171.1_1062;N1721;;;;;;;;HQ912446.1;Diatoms;;;;KT253161.1;Chlorophyceae
LC380395.1_557;N1664;;;;;;;;KM078662.1;Diatoms;;;;HG793063.1;Chlorophyceae
AB050494.1_856;N1343;;;;;;;;KX981811.1;Diatoms;;;;OQ208937.1;Chlorophyceae
ptMAG_rbcL_169_232;N1346;;;;;;;;KM078667.1;Diatoms;;;;KU179121.1;Bacillariophyceae
OP514965.1_390;N1350;;;;;;;;OR355394.1;Diatoms;;;;MT015687.1;Bacillariophyceae
LT854012.1_571;N1357;;;;;;;;KU951589.1;Diatoms;;;;KT943614.1;Bacillariophyceae
LT854010.1_572;N2648;;;;;;;;KY863485.1;Diatoms;;;;MK454988.1;Bacillariophyceae
EF113477.1_1001;N989;;;;;;;;OR355398.1;Diatoms;;;;HQ912456.1;Bacillariophyceae
D86837.1_1072;N943;;;;;;;;MG027498.1;Diatoms;;;;KC309551.1;Bacillariophyceae
AB278628.1_854;N2810;;;;;;;;KP229547.1;Diatoms;;;;MW269655.1;Trebouxiophyceae
AB050492.1_857;N2713;;;;;;;;KJ463473.1;Diatoms;;;;AY604696.1;Coscinodiscophyceae
LC380394.1_558;N2718;;;;;;;;KP229546.1;Diatoms;;;;KC309600.1;Coscinodiscophyceae
D86827.1_1075;N2796;;;;;;;;HQ912403.1;Diatoms;;;;OP297475.1;Coscinodiscophyceae
MF083690_1294;N2723;;;;;;;;KX120552.1;Diatoms;;;;MT432485.1;Bacillariophyceae
NC_069043_1403;N608;;;;;;;;KJ463462.1;Diatoms;;;;KX981814.1;Bacillariophyceae
ptMAG_rbcL_179_242;N644;;;;;;;;MK045450;Diatoms;;;;KX981815.1;Bacillariophyceae
AB000810.1_1071;N621;;;;;;;;KC736590.1;Diatoms;;;;MT432487.1;Bacillariophyceae
ptMAG_rbcL_178_241;N500;;;;;;;;KJ463472.1;Diatoms;;;;KX981816.1;Bacillariophyceae
KY489662.1_545;N584;;;;;;;;FJ002140.1;Diatoms;;;;MF092971.1;Bacillariophyceae
AP012494_1230;N507;;;;;;;;NC_038001;Diatoms;;;;HQ912445.1;Bacillariophyceae
AB050485.1_1060;N909;;;;;;;;FJ002099.1;Diatoms;;;;OR455854.1;Bacillariophyceae
ptMAG_rbcL_208_271;N897;;;;;;;;KX120592.1;Diatoms;;;;MW191597.1;Trebouxiophyceae
MH161344_1303;N885;;;;;;;;KX120585.1;Diatoms;;;;AF509626.1;Mamiellophyceae
D86834.1_1073;N830;;;;;;;;MH064064.1;Diatoms;;;;HQ912475.1;Bacillariophyceae
AB593419.1_551;N689;;;;;;;;MW562870.1;Diatoms;;;;KT355754.1;Chlorophyceae
D86832.1_1074;N698;;;;;;;;HQ912392.1;Diatoms;;;;KT833569.1;Chlorophyceae
AB044160.1_1065;N470;;;;;;;;KX120553.1;Diatoms;;;;JN975254.1;Bacillariophyceae
AB044159.1_1066;N432;;;;;;;;KX120642.1;Diatoms;;;;MH040254.1;Bacillariophyceae
LC523992_1290;N435;;;;;;;;JX033021.1;Diatoms;;;;JN975257.1;Bacillariophyceae
AB044166.1_1063;N446;;;;;;;;KT943655.1;Diatoms;;;;AB430673.1;Bacillariophyceae
AB044164.1_1064;N449;;;;;;;;ptMAG_rbcL_33;Diatoms;;;;JN975256.1;Bacillariophyceae
LC581491.1_465;N2843;;;;;;;;KX120586.1;Diatoms;;;;HQ912524.1;Bacillariophyceae
AB175945.1_1049;N134;;;;;;;;KX120635.1;Diatoms;;;;OR455891.1;Mediophyceae
AB175935.1_1050;N2853;;;;;;;;OP297433.1;Diatoms;;;;EF113434.1;Chlorophyceae
AB175936.1_855;N131;;;;;;;;HQ912508.1;Diatoms;;;;OR455858.1;Bacillariophyceae
LC133513.1_658;N143;;;;;;;;MH040270.1;Diatoms;;;;LC568544.1;Bacillariophyceae
NC_028580_1359;N146;;;;;;;;KC309550.1;Diatoms;;;;KC309564.1;Coscinodiscophyceae
LC133510.1_659;N345;;;;;;;;KU665639.1;Diatoms;;;;MZ542383.1;Coscinodiscophyceae
KJ635642.1_773;N206;;;;;;;;KJ463465.1;Diatoms;;;;MH545327.1;Ulvophyceae
ptMAG_rbcL_120_183;N2364;;;;;;;;KJ463470.1;Diatoms;;;;MK257142.1;Chlorophyceae
KT625422_1218;N2381;;;;;;;;KJ463476.1;Diatoms;;;;HQ912493.1;Bacillariophyceae
AB542929.1_849;N2228;;;;;;;;KY320285.1;Diatoms;;;;MF100790.1;Trebouxiophyceae
ptMAG_rbcL_131_194;N2217;;;;;;;;KC309549.1;Diatoms;;;;HQ912474.1;Bacillariophyceae
LC322167.1_540;N2234;;;;;;;;KM999102.1;Diatoms;;;;MZ082103.1;Chlorophyceae
LC322166.1_541;N2249;;;;;;;;MH064101.1;Diatoms;;;;MK257147.1;Chlorophyceae
ptMAG_rbcL_137_200;N2342;;;;;;;;HQ912496.1;Diatoms;;;;HQ912457.1;Bacillariophyceae
ptMAG_rbcL_148_211;N2347;;;;;;;;MH064102.1;Diatoms;;;;AB038487.1;Ulvophyceae
EF113443.1_1015;N2325;;;;;;;;OP297449.1;Diatoms;;;;KC145513.1;Chlorophyceae
KJ635653.1_772;N2332;;;;;;;;MH064100.1;Diatoms;;;;EF113435.1;Trebouxiophyceae
EF113476.1_1002;N2268;;;;;;;;HQ912445.1;Diatoms;;;;HM852436.1;Chlorophyceae
OQ208934.1_307;N2133;;;;;;;;MT383641;Diatoms;;;;GQ985404.1;Chlorophyceae
MK257148.1_413;N2128;;;;;;;;MK757570.1;Diatoms;;;;JN573804.1;Ulvophyceae
MK257149.1_412;N2147;;;;;;;;OP191802.1;Diatoms;;;;AB430675.1;Bacillariophyceae
ptMAG_rbcL_162_225;N2152;;;;;;;;MK887897.1;Diatoms;;;;OQ466205.1;Chrysophyceae
EF113423.1_1021;N1998;;;;;;;;MK887894.1;Diatoms;;;;EF165158.1;Chrysophyceae
U80809.1_728;N2019;;;;;;;;MK887895.1;Diatoms;;;;OQ466175.1;Chrysophyceae
MF278343.1_606;N2037;;;;;;;;PP374853.1;Diatoms;;;;OQ466208.1;Chrysophyceae
ptMAG_rbcL_214_277;N2048;;;;;;;;KY320291.1;Diatoms;;;;KX981819.1;Bacillariophyceae
OL310463.1_431;N1297;;;;;;;;LC746291.1;Diatoms;;;;PP374922.1;Bacillariophyceae
ptMAG_rbcL_197_260;N1290;;;;;;;;OP191772.1;Diatoms;;;;MH064077.1;Bacillariophyceae
ptMAG_rbcL_127_190;N1208;;;;;;;;OR455854.1;Diatoms;;;;OQ660300.1;Bacillariophyceae
ptMAG_rbcL_232_295;N1200;;;;;;;;HQ912443.1;Diatoms;;;;MW324597.1;Bacillariophyceae
ptMAG_rbcL_153_216;N1264;;;;;;;;MW324619.1;Diatoms;;;;OM686882.1;Bacillariophyceae
GroupDREPX612_Bin_HALL_66_7-contigsc4184_-_rbcL_gene_18;N1229;;;;;;;;MH064137.1;Diatoms;;;;HQ912461.1;Bacillariophyceae
ptMAG_rbcL_142_205;N1965;;;;;;;;KT943612.1;Diatoms;;;;JN573852.1;Trebouxiophyceae
OP298011_1428;N1814;;;;;;;;OP191806.1;Diatoms;;;;ON805847.1;Trebouxiophyceae
KT625418_1275;N1809;;;;;;;;MK689241.1;Diatoms;;;;JN573835.1;Trebouxiophyceae
EF113419.1_1022;N1783;;;;;;;;MH064098.1;Diatoms;;;;JN573830.1;Trebouxiophyceae
EF113450.1_1011;N1851;;;;;;;;MN937452;Diatoms;;;;KC954572.1;Bacillariophyceae
MG778185_1302;N1856;;;;;;;;OM686881.1;Diatoms;;;;OQ029502.1;Mediophyceae
AB360756.1_555;N1822;;;;;;;;OP191770.1;Diatoms;;;;MG684321.1;Bacillariophyceae
