Name,Sequence Name,Minimum,Maximum,Length,Direction
rps20-fragment gene,Bin_PIBR_42_47-contigsc0248,40707,41000,294,forward
rps36 | rpmJ | rpl36 gene,Bin_CEPX_5_1_13-contigsc0034,176236,176349,114,reverse
rps36 | rpmJ | rpl36 gene,Bin_CEPX_5_1_13-contigsc0034,31244,31357,114,reverse
rps36 | rpmJ | rpl36 gene,Bin_CEPX_12_1_2-contigsc0148,37383,37496,114,forward
rpsB gene,Bin_CEPX_5_1_13-contigsc0034,99021,99683,663,reverse
rpsB gene,Bin_CEPX_12_1_2-contigsc0148,114048,114710,663,forward
rpsB gene,Bin_VSVK_22_29-contigsc0011,89897,90592,696,forward
rpsB gene,Bin_BALM_14_22-contigsc0006,23522,24181,660,reverse
rpsC gene,Bin_CEPX_5_1_13-contigsc0034,72429,73220,792,reverse
rpsC gene,Bin_CEPX_12_1_2-contigsc0148,24626,25417,792,reverse
rpsC gene,Bin_FERT_9_17-contigsc0016,53823,54509,687,forward
rpsC gene,Consensus,59193,59714,522,forward
rpsC gene,UnusedGroupDREPX475_Annotated_Unfinished,28143,28847,705,reverse
rpsC | rps3 gene,Bin_ZLUT_103_5_31-contigsc0251,68351,69037,687,forward
rpsC | rps3 gene,Bin_TSKO_28_34-contigsc0093,42274,42960,687,reverse
rpsC | rps3 gene,Bin_SZYM_18_24-contigsc0004,63926,64612,687,forward
rpsC | rps3 gene,Bin_ROSX_44_5-contigsc0474,53722,54408,687,forward
rpsC | rps3 gene,Bin_ROSX_18_26-contigsc0170,61377,62063,687,forward
rpsC | rps3 gene,Bin_BRTL_49_5_6-contigsc0002,96293,96979,687,reverse
rpsC | rps3 gene,Bin_VSVK_22_29-contigsc0011,72171,72857,687,forward
rpsC | rps3 gene,Bin_MILA_54_4_1-contigsc0036,10306,10991,686,forward
rpsC | rps3 gene,Contig 1,2573,3258,686,forward
rpsC | rps3 gene,Contig 2,1239,1924,686,reverse
rpsC | rps3 gene,Bin_GOSK_44_8-contigsc0001,69408,70121,714,forward
rpsC | rps3 gene,Bin_GOSK_24_30-contigsc0042,33200,33913,714,reverse
rpsC | rps3 gene,Consensus,12102,12779,678,reverse
rpsD gene,Bin_BRTL_49_5_6-contigsc0002,156249,156716,468,forward
rpsD gene,Bin_MILA_54_4_1-contigsc0036,35243,35866,624,forward
rpsD gene,UnusedGroupDREPX106_Annotated_Unfinished,92950,93561,612,forward
rpsD | rps4 gene,Bin_BALM_20_28-contigsc0274,19227,19850,624,forward
rpsD | rps4 gene,Contig 1,27850,28473,624,forward
rpsD | rps4 gene,Bin_GOSK_44_8-contigsc0001,4537,5160,624,reverse
rpsE | rps5 gene,UnusedGroupDREPX493_Annotated_Unfinished,9961,10359,399,forward
rpsG gene,Bin_CERT_28_34-contigsc0002,49396,49866,471,reverse
rpsG | rps7 gene,Bin_FERT_9_17-contigsc0016,47098,47568,471,forward
rpsG | rps7 gene,Bin_ZLUT_103_5_31-contigsc0251,61175,61645,471,forward
rpsG | rps7 gene,Bin_TSKO_28_34-contigsc0093,49666,50136,471,reverse
rpsG | rps7 gene,Bin_SZYM_18_24-contigsc0004,56750,57220,471,forward
rpsG | rps7 gene,Bin_ROSX_44_5-contigsc0474,46546,47016,471,forward
rpsG | rps7 gene,Bin_ROSX_18_26-contigsc0170,54201,54671,471,forward
rpsG | rps7 gene,Bin_BRTL_49_5_6-contigsc0002,103685,104155,471,reverse
rpsG | rps7 gene,Bin_MILA_54_4_1-contigsc0036,3767,4237,471,forward
rpsG | rps7 gene,Bin_BALM_20_28-contigsc2803,108,578,471,reverse
rpsG | rps7 gene,Contig 2,7851,8321,471,reverse
rpsG | rps7 gene,Bin_GOSK_44_8-contigsc0001,62259,62729,471,forward
rpsG | rps7 gene,Bin_GOSK_24_30-contigsc0042,40592,41062,471,reverse
rpsG | rps7 gene,Consensus,27063,27533,471,reverse
rpsG | rps7 gene,Bin_GREF_79_4_3-contigsc0078,67748,68218,471,reverse
rpsH | rps8 gene,Contig 4,34109,34483,375,reverse
rpsK | rps11 gene,Bin_CEPX_5_1_13-contigsc0034,86545,86937,393,forward
rpsK | rps11 gene,Bin_FERT_9_17-contigsc0016,58122,58514,393,forward
rpsK | rps11 gene,Bin_ZLUT_103_5_31-contigsc0251,72946,73338,393,forward
rpsK | rps11 gene,Bin_TSKO_28_34-contigsc0093,37973,38365,393,reverse
rpsK | rps11 gene,Bin_SZYM_18_24-contigsc0004,68521,68913,393,forward
rpsK | rps11 gene,Bin_ROSX_44_5-contigsc0474,58317,58709,393,forward
rpsK | rps11 gene,Bin_ROSX_18_26-contigsc0170,65972,66364,393,forward
rpsK | rps11 gene,Bin_BRTL_49_5_6-contigsc0002,91992,92384,393,reverse
rpsK | rps11 gene,Consensus,68776,69168,393,reverse
rpsK | rps11 gene,Bin_MILA_54_4_1-contigsc0036,14458,14850,393,forward
rpsK | rps11 gene,Bin_GOSK_44_8-contigsc0001,74269,74661,393,forward
rpsL gene,Contig 1,53085,53346,262,forward
rpsL gene,Bin_CERT_28_34-contigsc0002,49898,50269,372,reverse
rpsL | rps12 gene,Bin_ZLUT_103_5_31-contigsc0251,60455,60826,372,forward
rpsL | rps12 gene,Bin_TSKO_28_34-contigsc0093,50485,50856,372,reverse
rpsL | rps12 gene,Bin_ROSX_44_5-contigsc0474,45826,46197,372,forward
rpsL | rps12 gene,Bin_ROSX_18_26-contigsc0170,53481,53852,372,forward
rpsL | rps12 gene,Consensus,79977,80348,372,reverse
rpsL | rps12 gene,Bin_MILA_54_4_1-contigsc0036,3375,3746,372,forward
rpsL | rps12 gene,Bin_BALM_20_28-contigsc2803,599,970,372,reverse
rpsL | rps12 gene,Contig 2,8342,8713,372,reverse
rpsL | rps12 gene,Bin_GOSK_44_8-contigsc0001,61867,62238,372,forward
rpsL | rps12 gene,Bin_GOSK_24_30-contigsc0042,41083,41454,372,reverse
rpsL | rps12 gene,GroupDREPX614_Annotated_Unfinished,27987,28358,372,reverse
rpsL | rps12 gene,Bin_SZYM_42_46-contigsc0015,77911,78282,372,forward
rpsL | rps12 gene,Contig 1,29920,30291,372,reverse
rpsL | rps12 gene,Contig 2,78587,78958,372,forward
rpsL | rps12 gene,Contig 1,75834,76205,372,forward
rpsL | rps12 gene,Contig 4,27727,28098,372,reverse
rpsL | rps12 gene,GroupDREPX642_Annotated_unfinished,28048,28419,372,reverse
rpsL | rps12 gene,Contig 1,73540,73911,372,forward
rpsL | rps12 gene,Contig 3,73402,73773,372,forward
rpsL | rps12 gene,Bin_RIMV_9_2_8-contigsc0022,28290,28661,372,reverse
rpsL | rps12 gene,GroupDREPX710_Annotated_Unfinished,73022,73393,372,forward
rpsL | rps12 gene,Bin_ZLUT_154_6_18-contigsc0021,74590,74961,372,forward
rpsL | rps12 gene,Bin_BALM_14_22-contigsc0006,59897,60268,372,reverse
rpsL | rps12 gene,Bin_GREF_79_4_3-contigsc0078,68237,68608,372,reverse
rpsL-fragment gene,Bin_VSVK_22_29-contigsc0011,135854,136033,180,forward
rpsN gene,Bin_ZLUT_103_5_31-contigsc0251,94467,94769,303,forward
rpsN gene,Bin_SZYM_18_24-contigsc0004,87357,87659,303,forward
rpsN gene,Bin_ROSX_18_26-contigsc0170,84810,85112,303,forward
rpsN gene,Bin_BRTL_49_5_6-contigsc0002,73245,73547,303,reverse
rpsN gene,Bin_CERT_28_34-contigsc0002,53824,54126,303,reverse
rpsN gene,Bin_BALM_14_22-contigsc0006,17946,18248,303,reverse
rpsN | rps14 gene,Contig 1,12472,12774,303,forward
rpsN | rps14 gene,Consensus,77638,77940,303,forward
rpsN | rps14 gene,Bin_FERT_9_17-contigsc0016,76228,76530,303,forward
rpsN | rps14 gene,Bin_VSVK_22_29-contigsc0011,96376,96678,303,forward
rpsN | rps14 gene,Consensus,11798,12100,303,forward
rpsN | rps14 gene,Bin_GOSK_44_8-contigsc0001,107501,107803,303,forward
rpsN | rps14 gene,Bin_CEPX_20_1_27-contigsc0300,38292,38594,303,forward
rpsN | rps14 gene,Bin_RIMV_12_3_2-contigsc0243,974,1276,303,reverse
rpsN | rps14 gene,GroupDREPX942_Annotated_Unfinished,70426,70728,303,forward
rpsN | rps14 gene,Bin_ZURI_16_25-contigsc0018,101922,102224,303,reverse
rpsN | rps14 gene,UnusedGroupDREPX493_Annotated_Unfinished,74875,75177,303,reverse
rpsN | rps14 gene,Bin_GREF_79_4_3-contigsc0078,95219,95521,303,forward
rpsN-fragment | rps14 gene,Bin_BALM_14_22-contigsc0006,114579,114881,303,forward
rpsR gene,Bin_FERT_9_17-contigsc0016,45518,45820,303,forward
rpsR gene,Bin_VSVK_22_29-contigsc0011,63737,64030,294,forward
rpsR gene,Consensus,168423,168587,165,forward
rpsR gene,Bin_BALM_14_22-contigsc0006,61083,61265,183,reverse
rpsS gene,Bin_CEPX_5_1_13-contigsc0034,73353,73556,204,reverse
rpsS gene,Bin_CEPX_12_1_2-contigsc0148,25550,25753,204,reverse
rpsS gene,Consensus,66299,66490,192,reverse
rpsS gene,Consensus,20626,20904,279,forward
rpsS gene,Consensus,76919,77197,279,reverse
rpsS gene,Bin_FUNE_56_6-contigsc0004,80161,80364,204,reverse
rpsS gene,Bin_NVAL_39_45-contigsc0612,73537,73815,279,reverse
rpsS gene,Bin_LAND_16_3_1-contigsc0006,30308,30563,256,forward
rpsS gene,Bin_LAND_16_3_1-contigsc0006,137116,137371,256,forward
rpsS | rps19 gene,Consensus,9659,9937,279,forward
rpsS | rps19 gene,Bin_VSVK_22_29-contigsc0011,71885,72163,279,forward
rpsS | rps19 gene,Bin_MILA_54_4_1-contigsc0036,10020,10298,279,forward
rpsS | rps19 gene,Contig 1,2287,2565,279,forward
rpsS | rps19 gene,Contig 2,1932,2210,279,reverse
rpsS | rps19 gene,Bin_GOSK_24_30-contigsc0079,3761,4039,279,reverse
rpsS | rps19 gene,Bin_GOSK_24_30-contigsc0042,33921,34199,279,reverse
rpsS | rps19 gene,Consensus,12868,13146,279,reverse
rpsS | rps19 gene,Bin_THUN_89_6-contigsc0102,10470,10748,279,forward
rpsS | rps19 gene,Bin_STIU_11_19-contigsc0076,6660,6938,279,forward
rpsS | rps19 gene,GroupDREPX614_Annotated_Unfinished,38017,38295,279,reverse
rpsS | rps19 gene,Contig 1,39992,40270,279,reverse
rpsS | rps19 gene,Contig 2,68608,68886,279,forward
rpsS | rps19 gene,Contig 1,63610,63888,279,forward
rpsS | rps19 gene,Contig 3,63472,63750,279,forward
rpsS | rps19 gene,Bin_RIMV_9_2_8-contigsc0022,38323,38601,279,reverse
rpsS | rps19 gene,Bin_ZLUT_44_2_1-contigsc0027,63408,63686,279,forward
rpsS | rps19 gene,Bin_ZLUT_29_1_36-contigsc0127,37997,38275,279,reverse
rpsS | rps19 gene,Bin_ZLUT_154_6_18-contigsc0021,64669,64947,279,forward
rpsS | rps19 gene,GroupDREPX938_Annotated_Unfinished,5417,5695,279,forward
rpsS | rps19 gene,GroupDREPX942_Annotated_Unfinished,98513,98791,279,reverse
rpsS | rps19 gene,GroupDREPX942_Annotated_Unfinished,263881,264159,279,reverse
rpsS | rps19 gene,Consensus,58268,58546,279,forward
rpsS | rps19 gene,Consensus,1719,1997,279,reverse
rpsS | rps19 gene,Bin_ZURI_16_25-contigsc0018,33478,33756,279,forward
rpsS-fragment | rps19-fragment gene,Consensus,52425,52703,279,forward
rrf gene,Consensus,34352,34419,68,forward
rrf gene,Bin_CEPX_5_1_13-contigsc0034,188221,188276,56,reverse
rrf gene,Bin_CEPX_5_1_13-contigsc0034,43243,43298,56,reverse
rrf gene,Bin_FERT_9_17-contigsc0016,92064,92184,121,reverse
rrf gene,Bin_ZLUT_103_5_31-contigsc0251,111774,111895,122,reverse
rrf gene,Bin_TSKO_28_34-contigsc0093,1150,1271,122,forward
rrf gene,Bin_SZYM_18_24-contigsc0004,104722,104843,122,reverse
rrf gene,Bin_ROSX_18_26-contigsc0170,102117,102238,122,reverse
rrf gene,Bin_BRTL_49_5_6-contigsc0002,56061,56182,122,forward
rrf gene,Bin_VSVK_22_29-contigsc0011,112827,112890,64,reverse
rrf gene,Consensus,141811,141872,62,reverse
rrf gene,GroupDREPX771_Annotated_Unfinished,41744,41870,127,reverse
rrf gene,GroupDREPX942_Annotated_Unfinished,116393,116512,120,forward
rrf gene,GroupDREPX942_Annotated_Unfinished,13581,13700,120,reverse
rrf gene,Bin_PIBR_42_47-contigsc0248,2705,2829,125,reverse
rrf gene,Contig 2,8535,8661,127,reverse
rrf gene,Bin_MEDD_134_5_3-contigsc0007,118785,118911,127,forward
rrf gene,Bin_GREF_79_4_3-contigsc3120,3916,4035,120,reverse
rrf gene,Bin_NVAL_39_45-contigsc0612,43011,43128,118,reverse
rrf gene,Bin_LAND_16_3_1-contigsc0006,125268,125346,79,reverse
rrf gene,Bin_LAND_16_3_1-contigsc0006,18460,18538,79,reverse
rrfB gene,Contig 3,150,248,99,forward
rrfB gene,GroupDREPX942_Annotated_Unfinished,8672,8820,149,reverse
rrl 2 gene,Bin_GOSK_24_30-contigsc0079,18442,18527,86,forward
rrl 2 gene,Bin_LUGA_27_5_1-contigsc0012,18174,18227,54,reverse
rrl 2 gene,GroupDREPX771_Annotated_Unfinished,44268,44474,207,reverse
rrl 2 gene,GroupDREPX942_Annotated_Unfinished,150649,150916,268,forward
rrl 2 gene,GroupDREPX942_Annotated_Unfinished,177037,177304,268,reverse
rrl 2 gene,Consensus,16654,16828,175,forward
rrl 2 gene,Contig 2,102759,102992,234,reverse
rrl 2 gene,Bin_MEDD_134_5_3-contigsc0007,116815,117048,234,forward
rrl 2 gene,Bin_ZLUT_170_6_34-contigsc0168,99068,99306,239,reverse
rrl 2 gene,UnusedGroupDREPX493_Annotated_Unfinished,96334,96423,90,forward
rrl gene,Bin_ZLUT_103_5_31-contigsc0251,112044,112486,443,reverse
rrl gene,Bin_TSKO_28_34-contigsc0093,1,1001,1001,forward
rrl gene,Bin_SZYM_18_24-contigsc0004,104992,105363,372,reverse
rrl gene,Bin_ROSX_18_26-contigsc0170,102387,102758,372,reverse
rrl gene,Bin_BRTL_49_5_6-contigsc2466,35,355,321,reverse
rrl gene,Bin_BRTL_49_5_6-contigsc0002,54603,55807,1205,forward
rrl gene,Bin_BRTL_49_5_6-contigsc0002,55541,55912,372,forward
rrl gene,Bin_STEC_11_19-contigsc1427,4665,4702,38,forward
rrl gene,Contig 3,7940,8596,657,reverse
rrl gene,Contig 2,20828,20955,128,forward
rrl gene,Consensus,3459,4509,1051,reverse
rrl gene,Bin_RIMV_12_3_2-contigsc0034,21560,22568,1009,forward
rrl gene,GroupDREPX942_Annotated_Unfinished,118387,119706,1320,forward
rrl gene,Bin_PIBR_42_47-contigsc0248,3011,4064,1054,reverse
rrl gene,Bin_BALM_14_22-contigsc0877,10432,11268,837,forward
rrl gene,Bin_BALM_14_22-contigsc0006,95800,97129,1330,reverse
rrl gene,Bin_GREF_79_4_3-contigsc3120,1,613,613,reverse
rrl gene,Bin_LAND_16_3_1-contigsc0006,127828,128325,498,reverse
rrl gene,Bin_LAND_16_3_1-contigsc0006,21020,21517,498,reverse
rrl' gene,Bin_BRTL_49_5_6-contigsc0002,53529,53560,32,forward
rrl' gene,Bin_MILA_54_4_1-contigsc0036,124791,124872,82,reverse
rrl' gene,Bin_GOSK_24_30-contigsc0079,18528,18577,50,forward
rrl' gene,Bin_ZLUT_170_6_34-contigsc0168,99717,99835,119,reverse
rrl' gene,UnusedGroupDREPX475_Annotated_Unfinished,112473,112652,180,reverse
rrl-fragment gene,Bin_CEPX_5_1_13-contigsc0034,189024,190414,1391,reverse
rrl-fragment gene,Bin_CEPX_5_1_13-contigsc0034,191022,191450,429,reverse
rrl-fragment gene,Bin_TSKO_28_34-contigsc0093,106035,106396,362,forward
rrl-fragment gene,Consensus,3000,3454,455,reverse
rrl-fragment gene,Bin_PIBR_42_47-contigsc0248,4731,5262,532,reverse
rrl1 | rrl2 gene,Contig 9,42288,42975,688,reverse
rrl1 | rrl2 gene,UnusedGroupDREPX475_Annotated_Unfinished,112207,112362,156,reverse
rrl1-fragment | rrl2-fragment gene,Bin_CEPX_5_1_13-contigsc0034,45188,45443,256,reverse
rrlA gene,Bin_TRCH_30_6-contigsc0055,58947,61286,2340,reverse
rrlA gene,Bin_CEPX_5_1_13-contigsc0034,43548,44009,462,forward
rrlA gene,Bin_CEPX_5_1_13-contigsc0034,188526,188987,462,forward
rrlA gene,Bin_BRTL_49_5_6-contigsc0002,54784,55813,1030,reverse
rrlA gene,Bin_ROSX_10_18-contigsc0717,540,1344,805,forward
rrlA gene,Bin_SZYM_45_49-contigsc0906,1,97,97,reverse
rrlA gene,Contig 2,20,99,80,reverse
rrlA gene,GroupDREPX942_Annotated_Unfinished,9209,10117,909,forward
rrlA gene,UnusedGroupDREPX493_Annotated_Unfinished,98465,98861,397,reverse
rrlA gene,Bin_BALM_14_22-contigsc0877,10432,11273,842,reverse
rrlA gene,Bin_LAND_16_3_1-contigsc0006,18796,19269,474,forward
rrlA gene,Bin_LAND_16_3_1-contigsc0006,125604,126077,474,forward
rrlA | 23S rRNA | rrl gene,Contig 2,9863,10901,1039,reverse
rrlA | rrlB gene,Bin_GOSK_24_30-contigsc0079,19816,20264,449,forward
rrlA | rrlB gene,Consensus,2339,3324,986,reverse
rrlA | rrlB gene,Bin_FUNE_4_12-contigsc0035,160331,161129,799,forward
rrlA-A | rrlA-B gene,Bin_GOSK_44_8-contigsc0001,101538,101735,198,forward
rrlA-A | rrlA-B gene,Bin_GOSK_24_30-contigsc0079,17941,18032,92,forward
rrlA-A | rrlA-B gene,Bin_KLIC_57_7_16-contigsc1215,2588,3082,495,forward
rrlA-A | rrlA-B gene,Bin_PIBR_42_47-contigsc0248,5707,5937,231,reverse
rrlA-A | rrlA-B gene,Contig 2,103678,103917,240,reverse
rrlA-A | rrlA-B gene,Contig 2,11314,11553,240,reverse
rrlA-A | rrlA-B gene,Bin_MEDD_134_5_3-contigsc0007,115890,116129,240,forward
rrlA-A | rrlA-B gene,Bin_MEDD_134_5_3-contigsc0007,23439,23556,118,forward
rrlA-fragment gene,Bin_CEPX_5_1_13-contigsc0034,189027,190412,1386,forward
rrlA-fragment gene,Bin_FERT_9_17-contigsc0016,93005,93397,393,reverse
rrlA-fragment gene,Bin_BRTL_49_5_6-contigsc0002,160304,160840,537,reverse
rrlA-fragment gene,Bin_BRTL_49_5_6-contigsc0002,161515,161819,305,reverse
rrlA-fragment gene,Bin_BRTL_49_5_6-contigsc0002,160861,161156,296,reverse
rrlA-fragment gene,GroupDREPX771_Annotated_Unfinished,42604,42936,333,forward
rrlA-fragment gene,GroupDREPX942_Annotated_Unfinished,141995,142903,909,forward
rrlA-fragment gene,GroupDREPX942_Annotated_Unfinished,119976,120884,909,reverse
rrlA-fragment gene,Bin_MEDD_134_5_3-contigsc0007,24742,25316,575,forward
rrlA-fragment gene,Bin_ZLUT_170_6_34-contigsc0168,98770,99057,288,reverse
rrlA-fragment gene,Bin_LAND_16_3_1-contigsc0006,19296,20398,1103,forward
rrlA-fragment gene,Bin_LAND_16_3_1-contigsc0006,126104,127206,1103,forward
rrlA-fragment | rlB-fragment gene,Consensus,85364,85689,326,forward
rrlA-fragment | rrlB-fragment gene,Contig 9,43110,43935,826,reverse
rrlA-fragment | rrlB-fragment gene,Consensus,110256,111095,840,forward
rrlA-fragment | rrlB-fragment gene,Consensus,3996,4835,840,reverse
rrlA-fragment | rrlB-fragment gene,Consensus,16905,17451,547,forward
rrlA-fragment | rrlB-fragment gene,Consensus,18112,18416,305,forward
rrlA-fragment | rrlB-fragment gene,Bin_FUNE_56_6-contigsc0004,93652,94314,663,forward
rrlB gene,Bin_ROSX_10_18-contigsc0717,1762,1888,127,reverse
rrlB | rnl2 | rnl1 | rrn23S 1 | rrn23S 2 gene,Bin_ORTA_59_63-contigsc0113,6067,6109,43,reverse
rrlB | rrlA gene,Bin_FUNE_65_68-contigsc0005,107385,107469,85,reverse
rrlB | rrlA gene,Contig 1,106957,107041,85,reverse
rrlB-fragment gene,Bin_CRUZ_15_22-contigsc0011,2264,2779,516,forward
rrlB-fragment gene,Bin_BALM_14_22-contigsc0006,95395,95769,375,reverse
rrn3S 1 | rrn3S 2 | rrn3 gene,Bin_BRTL_49_5_6-contigsc0002,53273,53318,46,forward
rrn3S 1 | rrn3S 2 | rrn3 gene,Bin_VSVK_22_29-contigsc0011,11190,11235,46,reverse
rrn3S 1 | rrn3S 2 | rrn3 gene,Consensus,43830,43875,46,reverse
rrn3S 1 | rrn3S 2 | rrn3 gene,Bin_MILA_54_4_1-contigsc0036,39425,39470,46,forward
rrn3S 1 | rrn3S 2 | rrn3 gene,Bin_GOSK_44_8-contigsc0001,101904,101949,46,forward
rrn3S 1 | rrn3S 2 | rrn3 gene,Consensus,83781,83826,46,forward
rrn3S 1 | rrn3S 2 | rrn3 gene,Consensus,218212,218257,46,forward
rrn3S 1 | rrn3S 2 | rrn3 gene,Bin_PIBR_42_47-contigsc0248,5469,5514,46,reverse
rrn3S 1 | rrn3S 2 | rrn3 gene,Bin_SANA_18_8-contigsc0006,2482,2527,46,reverse
rrn3S 1 | rrn3S 2 | rrn3 gene,Bin_BALM_14_22-contigsc0006,1669,1714,46,reverse
rrn4.5 gene,Bin_VELN_32_5-contigsc0203,1452,1667,216,forward
rrn4.5 gene,Bin_BALM_36_42-contigsc0298,10713,12681,1969,reverse
rrn4.5 gene,Bin_ZLUT_103_5_31-contigsc0251,21332,21402,71,reverse
rrn4.5 gene,Bin_TSKO_28_34-contigsc0093,89846,89916,71,forward
rrn4.5 gene,Bin_SZYM_18_24-contigsc0004,16969,17039,71,reverse
rrn4.5 gene,Bin_ROSX_44_5-contigsc0474,6765,6835,71,reverse
rrn4.5 gene,Bin_ROSX_18_26-contigsc0170,14421,14491,71,reverse
rrn4.5 gene,Bin_BRTL_49_5_6-contigsc0002,143863,143933,71,forward
rrn4.5 gene,Bin_MILA_54_4_1-contigsc0036,754,827,74,forward
rrn4.5 gene,Bin_BALM_20_28-contigsc2803,3528,3601,74,reverse
rrn4.5 gene,Contig 2,11172,11245,74,reverse
rrn4.5 gene,Contig 9,150521,150641,121,forward
rrn4.5 gene,Contig 9,46396,46470,75,forward
rrn4.5 gene,Bin_BRTL_9_2_4-contigsc0031,49379,49499,121,forward
rrn4.5 gene,Bin_BRTL_9_2_4-contigsc0031,5283,5351,69,reverse
rrn4.5 gene,Bin_FUNE_7_15-contigsc0058,95393,95474,82,reverse
rrn4.5 gene,Contig 1,12813,12883,71,forward
rrn4.5 gene,Contig 1,58308,58348,41,forward
rrn4.5 gene,Contig 2,96021,96091,71,reverse
rrn4.5 gene,Contig 2,50530,50570,41,reverse
rrn4.5 gene,Bin_BANY_12_2-contigsc0147,1417,1490,74,reverse
rrn4.5 gene,Contig 1,76793,76887,95,reverse
rrn4.5 gene,Contig 3,76655,76749,95,reverse
rrn4.5 gene,Contig 4,385,479,95,reverse
rrn4.5 gene,Consensus,131890,131992,103,reverse
rrn4.5 gene,Consensus,221614,221777,164,forward
rrn4.5 gene,Bin_RIMV_12_3_2-contigsc0243,5725,5792,68,reverse
rrn4.5 gene,Bin_RIMV_12_3_2-contigsc0434,2369,2439,71,reverse
rrn4.5 gene,Consensus,79361,79421,61,forward
rrn4.5 gene,Bin_EDVL_34_4-contigsc0983,90483,90563,81,reverse
rrn4.5 | pvis r7 | rrna23S gene,Bin_ROSX_10_18-contigsc0717,1,159,159,forward
rrn4.5 | pvis r8 | rrna16S gene,Bin_STEC_11_19-contigsc2059,497,635,139,forward
rrn4.5 | pvis r8 | rrna16S gene,Bin_SZYM_42_46-contigsc0015,1,372,372,forward
rrn4.5 | pvis r8 | rrna16S gene,Contig 1,2,366,365,forward
rrn4.5 | pvis r8 | rrna16S gene,GroupDREPX642_Annotated_unfinished,101701,102073,373,reverse
rrn4.5 | pvis r8 | rrna16S gene,Contig 1,101604,101961,358,reverse
rrn4.5 | pvis r8 | rrna16S gene,GroupDREPX658_Annotated_unfinished,8,380,373,forward
rrn4.5 | pvis r8 | rrna16S gene,Bin_RIMV_9_2_8-contigsc0022,8,380,373,forward
rrn4.5 | rrna16S gene,Bin_MAJC_58_4_11-contigsc0245,9285,9629,345,reverse
rrn4.5 | rrna16S gene,Bin_CONS_68_69-contigsc3204,11,360,350,forward
rrn4.5 | rrna16S | pvis r8 gene,Bin_TSKO_28_34-contigsc0093,104076,104288,213,reverse
rrn4.5 | rrna16S | pvis r8 gene,Bin_ROSX_44_5-contigsc1866,97,309,213,forward
rrn4.5 | rrna16S | pvis r8 gene,Bin_ROSX_18_26-contigsc0170,50,262,213,forward
rrn4.5 | rrna16S | pvis r8 gene,Bin_BALM_20_28-contigsc0274,21030,21242,213,reverse
rrn4.5 | rrna16S | pvis r8 gene,Contig 1,29653,29865,213,reverse
rrn4.5 | rrna16S | pvis r8 | rrn16S-fragment gene,Contig 1,29869,30333,465,reverse
rrn4.5 | rrna23S gene,Bin_BRTL_49_5_6-contigsc2466,273,445,173,forward
rrn4.5 | rrna23S gene,Bin_NVAL_39_45-contigsc0612,44438,46067,1630,forward
rrn4.5 | rrna23S-fragment gene,Bin_GOSK_24_30-contigsc0042,2,304,303,forward
rrn4.5-fragment gene,Bin_MILA_54_4_1-contigsc0036,123974,124048,75,reverse
rrn4.5-fragment gene,Consensus,18778,18855,78,forward
rrn4.5-fragment gene,Bin_MEDD_134_5_3-contigsc0007,118387,118489,103,forward
rrn4.5S gene,GroupDREPX942_Annotated_Unfinished,141795,141862,68,forward
rrn4.5S gene,GroupDREPX942_Annotated_Unfinished,121017,121084,68,reverse
rrn5 gene,Bin_GOSK_44_8-contigsc0001,104577,104691,115,forward
rrn5 gene,Consensus,86423,86542,120,forward
rrn5 gene,Contig 9,41775,41901,127,reverse
rrn5 gene,Bin_PAMV_8_16-contigsc0145,3436,3528,93,forward
rrn5 gene,Contig 3,24494,24614,121,reverse
rrn5 gene,Contig 3,8649,8768,120,forward
rrn5 gene,Contig 19,38,158,121,forward
rrn5 gene,Contig 19,15775,15894,120,reverse
rrn5 gene,Contig 20,13749,13869,121,reverse
rrn5 gene,Bin_PAMV_10_18-contigsc0029,14,134,121,forward
rrn5 gene,Bin_PAMV_10_18-contigsc0029,15830,15950,121,reverse
rrn5 gene,Consensus,17490,17609,120,reverse
rrn5 gene,Bin_CRUZ_15_22-contigsc0011,22606,22721,116,reverse
rrn5 gene,Bin_CRUZ_15_22-contigsc0011,3997,4112,116,forward
rrn5 gene,Contig 3,18715,18830,116,reverse
rrn5 gene,Bin_SZYM_45_49-contigsc1528,14455,14574,120,reverse
rrn5 gene,Bin_SZYM_45_49-contigsc0906,241,356,116,forward
rrn5 gene,Bin_CINC_15_22_1-contigsc0859,67,183,117,forward
rrn5 gene,Contig 2,20664,20783,120,reverse
rrn5 gene,Contig 2,157,273,117,forward
rrn5 gene,Contig 2,19,134,116,forward
rrn5 gene,Contig 2,18644,18759,116,reverse
rrn5 gene,Contig 6,26551,26666,116,reverse
rrn5 gene,Consensus,112838,112957,120,forward
rrn5 gene,Consensus,2134,2253,120,reverse
rrn5 gene,Consensus,131480,131595,116,reverse
rrn5 gene,Bin_MOND_104_3_50-contigsc0330,71,190,120,forward
rrn5 gene,Consensus,106080,106199,120,forward
rrn5 gene,Consensus,124792,124911,120,reverse
rrn5 gene,Bin_FUNE_4_12-contigsc0035,40574,40683,110,forward
rrn5 gene,Bin_FUNE_4_12-contigsc0035,162850,162959,110,forward
rrn5 gene,Bin_RIMV_12_3_2-contigsc0034,24060,24169,110,forward
rrn5 gene,GroupDREPX938_Annotated_Unfinished,103127,103231,105,forward
rrn5 gene,Bin_GREF_7_1_15-contigsc0366,17,136,120,forward
